,btc_open,btc_high,btc_low,btc_close,btc_volume,eth_open,eth_high,eth_low,eth_close,eth_volume
2022-07-19 21:00:00,23303.93,23800.0,23253.38,23650.26,6995.05476,1559.86,1588.73,1556.17,1575.58,930.01613
2022-07-19 22:00:00,23650.26,23659.15,23334.76,23501.76,5315.26048,1575.58,1579.58,1554.99,1563.36,880.71186
2022-07-19 23:00:00,23498.35,23630.0,23227.85,23396.62,6426.75301,1563.36,1576.66,1525.95,1542.37,2963.06527
2022-07-20 00:00:00,23398.48,23439.38,22922.0,23034.49,13170.04666,1542.37,1544.8,1510.76,1522.72,3891.23697
2022-07-20 01:00:00,23034.49,23338.3,22931.42,23259.48,8963.61312,1522.72,1548.32,1518.0,1539.27,2089.08394
2022-07-20 02:00:00,23256.89,23502.0,23205.77,23370.43,7286.49026,1539.27,1551.94,1536.01,1546.15,1208.74249
2022-07-20 03:00:00,23371.35,23522.4,23267.27,23436.85,7434.10414,1546.15,1568.18,1541.46,1561.02,2040.30709
2022-07-20 04:00:00,23438.01,23519.69,23303.43,23394.12,5553.36671,1561.02,1570.11,1553.11,1561.6,1433.11655
2022-07-20 05:00:00,23394.12,23562.0,23315.0,23498.44,6033.5147,1561.6,1576.23,1557.6,1568.4,1199.2896
2022-07-20 06:00:00,23498.44,23822.31,23485.41,23781.71,9320.82682,1568.4,1579.7,1566.48,1569.98,1337.87826
2022-07-20 07:00:00,23783.59,23864.15,23371.68,23381.18,9995.27864,1569.98,1572.69,1530.0,1531.66,2490.69725
2022-07-20 08:00:00,23381.18,23519.53,23314.7,23366.87,8824.18075,1531.66,1544.78,1526.67,1532.19,1840.98658
2022-07-20 09:00:00,23369.19,23578.87,23313.9,23524.84,7426.03626,1532.19,1555.37,1528.04,1550.77,1494.69331
2022-07-20 10:00:00,23524.66,23888.04,23502.99,23709.06,12954.95016,1550.77,1608.03,1548.07,1592.17,3922.37733
2022-07-20 11:00:00,23709.06,23835.0,23583.8,23728.55,8322.69371,1592.17,1614.28,1585.68,1603.33,2474.81699
2022-07-20 12:00:00,23728.55,23935.0,23567.91,23804.01,13044.14991,1603.33,1616.33,1583.41,1602.25,3302.67268
2022-07-20 13:00:00,23804.54,24075.99,23761.36,23781.35,13798.29087,1602.25,1620.68,1587.5,1589.74,3363.40391
2022-07-20 14:00:00,23781.35,24199.74,23687.0,24191.35,12386.31044,1589.74,1609.38,1587.43,1605.42,1911.00539
2022-07-20 15:00:00,24191.35,24276.74,24040.22,24172.63,12430.40165,1605.42,1605.74,1590.45,1595.84,1780.39273
2022-07-20 16:00:00,24172.64,24201.94,23546.19,23683.97,14797.80719,1595.84,1597.15,1543.63,1558.07,3019.64681
2022-07-20 17:00:00,23686.63,23749.99,23400.0,23515.48,11236.0362,1558.07,1564.86,1538.21,1546.67,2449.11322
2022-07-20 18:00:00,23515.48,23867.39,23509.05,23762.85,8316.25058,1546.67,1572.69,1545.56,1560.63,1820.06951
2022-07-20 19:00:00,23765.37,23950.0,23556.57,23660.38,7694.83074,1560.63,1575.74,1546.29,1551.25,1173.31933
2022-07-20 20:00:00,23663.24,23767.73,22906.19,23259.7,20570.95303,1551.25,1560.0,1484.03,1520.53,5599.85872
2022-07-20 21:00:00,23262.32,23799.62,23238.07,23608.15,6937.09253,1520.53,1566.98,1515.49,1545.46,1826.3259
2022-07-20 22:00:00,23607.06,23641.78,23304.56,23309.06,5176.52817,1545.46,1549.72,1526.0,1527.1,1683.01167
2022-07-20 23:00:00,23309.06,23401.88,23111.0,23223.3,7088.4177,1527.1,1535.49,1506.95,1521.76,2498.61363
2022-07-21 00:00:00,23223.3,23386.56,23122.34,23249.7,6524.92893,1521.76,1541.0,1515.95,1527.58,2283.74404
2022-07-21 01:00:00,23249.7,23442.77,23160.5,23235.64,6558.37742,1527.58,1552.75,1523.08,1530.77,2670.75172
2022-07-21 02:00:00,23233.61,23338.51,22689.42,22694.58,10942.88177,1530.77,1538.41,1488.09,1488.22,2956.4237
2022-07-21 03:00:00,22692.06,22866.14,22666.0,22777.2,7319.16992,1488.22,1499.19,1482.77,1487.83,2067.22744
2022-07-21 04:00:00,22779.12,22943.18,22638.53,22881.41,8282.86352,1487.83,1494.1,1464.38,1484.86,2935.142
2022-07-21 05:00:00,22881.41,22993.71,22813.27,22942.0,5390.5786,1484.86,1496.31,1481.67,1491.8,1470.54694
2022-07-21 06:00:00,22943.15,22967.57,22750.14,22790.23,5236.29583,1491.8,1493.93,1470.75,1474.78,2893.66055
2022-07-21 07:00:00,22790.23,23099.51,22773.49,22931.56,7601.4298,1474.78,1497.6,1472.21,1488.23,2009.38769
2022-07-21 08:00:00,22929.28,22971.34,22797.03,22878.77,5865.44738,1488.23,1493.76,1480.88,1490.04,1476.13165
2022-07-21 09:00:00,22878.77,23022.54,22855.29,23003.58,5586.0959,1490.04,1516.66,1489.53,1511.18,1731.06099
2022-07-21 10:00:00,23003.58,23074.12,22846.95,22869.55,5411.94236,1511.18,1519.54,1496.0,1497.25,1032.06296
2022-07-21 11:00:00,22870.88,22906.87,22466.34,22606.04,12341.16162,1497.25,1503.29,1477.76,1489.05,2130.37634
2022-07-21 12:00:00,22607.92,22850.0,22542.14,22800.2,9839.15857,1489.05,1515.51,1484.62,1506.08,3145.98642
2022-07-21 13:00:00,22802.82,22812.77,22561.27,22704.96,10543.33923,1506.08,1508.33,1489.34,1504.87,2676.86767
2022-07-21 14:00:00,22702.3,22761.77,22341.46,22558.2,12186.72997,1504.87,1510.04,1481.1,1499.62,2324.75742
2022-07-21 15:00:00,22555.31,22679.24,22520.17,22642.34,6414.29306,1499.62,1514.31,1498.76,1511.19,1426.29345
2022-07-21 16:00:00,22639.37,23199.15,22632.72,23034.0,13599.51063,1511.19,1569.89,1509.35,1558.18,3943.09529
2022-07-21 17:00:00,23031.27,23207.94,22772.05,22852.28,9236.62776,1558.18,1566.02,1530.46,1536.2,2474.06852
2022-07-21 18:00:00,22852.28,23005.42,22818.01,22928.77,4856.90773,1536.2,1548.37,1533.81,1543.63,956.60175
2022-07-21 19:00:00,22932.32,23200.0,22916.1,23194.4,7801.06405,1543.63,1581.45,1543.3,1578.84,2334.74996
2022-07-21 20:00:00,23194.4,23308.8,23089.97,23120.65,9085.92105,1578.84,1605.54,1576.01,1585.01,2814.01599
2022-07-21 21:00:00,23120.65,23250.0,23077.3,23207.99,3458.93212,1585.01,1595.03,1582.01,1589.41,782.11349
2022-07-21 22:00:00,23207.99,23231.35,22931.35,23017.08,6007.12907,1589.41,1590.99,1564.91,1576.05,2248.12556
2022-07-21 23:00:00,23017.08,23233.09,23000.17,23152.19,4726.89562,1576.05,1588.5,1569.39,1575.22,1484.27722
2022-07-22 00:00:00,23152.19,23352.53,23090.0,23270.16,5581.95925,1575.22,1595.94,1569.25,1589.41,1484.24981
2022-07-22 01:00:00,23269.2,23308.74,23066.04,23103.05,4517.47317,1589.41,1593.51,1571.88,1575.95,1056.45177
2022-07-22 02:00:00,23103.05,23134.49,22962.45,22987.42,3710.24499,1575.95,1578.86,1561.76,1563.62,1121.58313
2022-07-22 03:00:00,22987.42,23043.35,22861.43,22909.9,4365.77566,1563.62,1571.49,1553.24,1561.19,1085.37901
2022-07-22 04:00:00,22907.25,22992.63,22805.89,22969.85,4003.36919,1561.19,1573.29,1555.97,1570.04,777.70848
2022-07-22 05:00:00,22968.45,23173.41,22886.94,23146.46,5381.83839,1570.04,1590.64,1562.51,1590.4,1690.62777
2022-07-22 06:00:00,23148.46,23227.44,23084.06,23166.26,5361.98846,1590.4,1604.25,1585.82,1596.15,1181.23776
2022-07-22 07:00:00,23166.26,23320.0,23015.0,23118.79,8487.13635,1596.15,1614.11,1586.45,1601.22,1928.16373
2022-07-22 08:00:00,23121.63,23320.0,23068.0,23301.73,9220.35704,1601.22,1629.25,1595.59,1619.62,2731.9826
2022-07-22 09:00:00,23304.92,23524.52,23262.72,23448.78,12244.08794,1619.62,1646.2,1618.75,1630.79,3373.89926
2022-07-22 10:00:00,23450.64,23590.56,23413.04,23438.05,6402.18281,1630.79,1641.65,1623.28,1623.71,1221.06874
2022-07-22 11:00:00,23434.38,23634.4,23404.01,23610.58,6423.64581,1623.71,1641.1,1620.75,1638.87,1299.21293
2022-07-22 12:00:00,23612.15,23696.95,23558.59,23590.07,7675.35843,1638.87,1644.02,1624.0,1624.97,1134.371
2022-07-22 13:00:00,23588.13,23756.49,23430.0,23456.28,12306.32298,1624.97,1630.74,1595.96,1599.77,2592.91943
2022-07-22 14:00:00,23456.27,23675.36,23327.29,23661.82,13003.0352,1599.77,1616.95,1587.49,1611.67,2315.53427
2022-07-22 15:00:00,23664.07,23665.59,23227.81,23290.68,10332.55593,1611.67,1613.27,1569.18,1575.05,2522.04268
2022-07-22 16:00:00,23290.71,23344.62,23050.09,23108.14,9929.78468,1575.05,1584.28,1563.77,1580.77,1336.1113
2022-07-22 17:00:00,23110.53,23199.0,22887.0,23017.79,9363.28746,1580.77,1592.0,1558.33,1569.08,1857.73383
2022-07-22 18:00:00,23017.79,23071.65,22915.0,23026.01,5448.64922,1569.08,1577.86,1557.78,1574.64,927.16307
2022-07-22 19:00:00,23026.01,23138.45,22543.64,22586.26,12135.46592,1574.64,1579.2,1519.24,1526.31,2878.31039
2022-07-22 20:00:00,22582.88,22729.9,22500.0,22604.97,6978.1516,1526.31,1536.7,1517.0,1526.99,2053.59044
2022-07-22 21:00:00,22603.36,22785.95,22572.33,22737.99,3243.8823,1526.99,1543.01,1522.93,1538.4,702.78004
2022-07-22 22:00:00,22737.99,22780.18,22637.31,22726.27,2875.81876,1538.4,1544.2,1529.0,1539.5,764.46651
2022-07-22 23:00:00,22724.27,22770.07,22653.91,22684.83,2606.06812,1539.5,1543.92,1531.69,1535.36,864.81423
2022-07-23 00:00:00,22684.83,22818.97,22550.14,22767.19,4303.36591,1535.36,1551.69,1523.75,1544.5,1211.07515
2022-07-23 01:00:00,22766.55,22860.36,22736.33,22787.77,3082.6849,1544.5,1556.82,1542.31,1552.18,701.69124
2022-07-23 02:00:00,22787.77,22904.39,22774.18,22834.24,3474.99265,1552.18,1575.36,1550.82,1565.71,1113.40627
2022-07-23 03:00:00,22833.04,22902.5,22795.22,22808.55,2966.73011,1565.71,1579.41,1563.22,1570.89,737.01582
2022-07-23 04:00:00,22808.55,22987.93,22727.54,22895.4,5656.23658,1570.89,1596.54,1564.0,1586.97,1302.64809
2022-07-23 05:00:00,22896.56,23000.77,22842.65,22902.46,4452.59878,1586.97,1594.96,1575.98,1581.36,1106.00089
2022-07-23 06:00:00,22902.46,22935.97,22810.0,22827.46,3248.16883,1581.36,1592.49,1577.34,1581.54,612.39711
2022-07-23 07:00:00,22827.46,22846.4,22675.12,22770.52,5577.41009,1581.54,1585.57,1567.84,1578.32,1241.91762
2022-07-23 08:00:00,22771.94,22877.26,22561.72,22610.54,6529.01623,1578.32,1588.11,1547.0,1550.23,1553.01059
2022-07-23 09:00:00,22608.56,22700.97,22524.36,22666.17,6535.23073,1550.23,1565.2,1547.0,1560.1,924.5743
2022-07-23 10:00:00,22666.17,22717.31,22405.26,22516.58,6609.83077,1560.1,1564.15,1534.68,1543.19,1310.29961
2022-07-23 11:00:00,22516.58,22540.0,22210.67,22227.53,9234.66152,1543.19,1544.44,1519.08,1522.03,1703.893
2022-07-23 12:00:00,22230.28,22364.29,22087.04,22280.96,8601.54137,1522.03,1527.14,1503.2,1520.44,1613.27413
2022-07-23 13:00:00,22282.72,22389.53,22264.38,22341.04,3457.0628,1520.44,1536.75,1518.87,1533.1,686.80255
2022-07-23 14:00:00,22339.97,22363.6,22039.89,22150.14,5153.78879,1533.1,1535.75,1509.3,1520.59,1124.12869
2022-07-23 15:00:00,22147.7,22307.5,22117.42,22215.61,4984.63232,1520.59,1533.49,1516.65,1524.2,1318.03357
2022-07-23 16:00:00,22216.9,22290.57,22174.22,22189.54,3586.01499,1524.2,1532.63,1517.2,1518.99,1008.01256
2022-07-23 17:00:00,22189.54,22256.58,21947.22,22033.92,7055.0853,1518.99,1523.45,1493.82,1501.15,2320.29551
2022-07-23 18:00:00,22031.84,22239.18,21934.57,22076.02,6295.40825,1501.15,1514.32,1487.0,1498.71,1582.92448
2022-07-23 19:00:00,22076.02,22332.0,22031.31,22272.5,4872.55609,1498.71,1516.38,1490.01,1513.34,1477.90258
2022-07-23 20:00:00,22272.5,22380.69,22244.73,22325.82,3367.01875,1513.34,1527.43,1511.57,1525.78,1059.71064
2022-07-23 21:00:00,22323.02,22360.16,22221.54,22243.32,2268.1668,1525.78,1529.19,1515.3,1516.17,718.46769
2022-07-23 22:00:00,22244.84,22517.1,22231.89,22469.08,6207.95182,1516.17,1549.83,1515.18,1542.52,1367.62931
2022-07-23 23:00:00,22469.08,22559.0,22426.72,22451.07,4617.61937,1542.52,1555.22,1540.09,1548.68,1387.52134
2022-07-24 00:00:00,22448.58,22677.37,22448.58,22549.18,5346.444,1548.68,1577.45,1548.68,1564.77,1658.30223
2022-07-24 01:00:00,22550.51,22589.28,22372.54,22423.58,3605.76684,1564.77,1570.45,1549.76,1560.75,1088.04198
2022-07-24 02:00:00,22426.04,22483.28,22348.46,22469.09,3285.13041,1560.75,1567.6,1553.44,1564.46,603.25084
2022-07-24 03:00:00,22469.09,22476.13,22288.0,22331.86,2723.72942,1564.46,1566.19,1545.77,1551.59,635.06091
2022-07-24 04:00:00,22331.86,22412.43,22257.15,22396.51,2728.693,1551.59,1563.44,1546.99,1561.34,559.51499
2022-07-24 05:00:00,22396.51,22787.21,22390.24,22749.98,8067.04379,1561.34,1608.11,1559.81,1601.2,2453.13656
2022-07-24 06:00:00,22748.92,22768.36,22631.14,22679.0,4825.56751,1601.2,1619.9,1599.95,1609.56,1178.26097
2022-07-24 07:00:00,22680.38,22839.99,22667.13,22701.6,5261.22335,1609.56,1619.74,1602.91,1604.69,805.67797
2022-07-24 08:00:00,22704.09,22744.37,22566.0,22681.91,4687.28807,1604.69,1608.78,1593.9,1603.84,1077.43404
2022-07-24 09:00:00,22681.91,22763.36,22598.5,22617.09,3794.09665,1603.84,1613.82,1596.52,1597.76,701.43175
2022-07-24 10:00:00,22618.27,22681.1,22480.0,22521.8,4166.45175,1597.76,1604.3,1580.64,1584.83,879.24051
2022-07-24 11:00:00,22521.8,22822.81,22507.74,22657.63,6687.37745,1584.83,1629.0,1584.39,1615.79,1954.20075
2022-07-24 12:00:00,22657.63,22774.56,22444.0,22495.59,6324.61375,1615.79,1620.0,1575.85,1578.72,1519.1343
2022-07-24 13:00:00,22495.59,22597.92,22447.44,22569.34,4050.07019,1578.72,1585.71,1572.72,1581.79,1255.99839
2022-07-24 14:00:00,22567.75,22800.0,22533.73,22774.3,7379.40968,1581.79,1617.47,1574.16,1610.63,1761.28022
2022-07-24 15:00:00,22774.3,22911.31,22741.4,22847.08,5505.14419,1610.63,1622.0,1603.44,1612.33,1107.83961
2022-07-24 16:00:00,22847.08,22880.87,22630.0,22709.01,5631.70121,1612.33,1615.4,1583.6,1590.76,1163.75661
2022-07-24 17:00:00,22709.01,22852.47,22661.76,22772.14,4349.5313,1590.76,1613.63,1590.11,1604.02,799.43501
2022-07-24 18:00:00,22772.14,22794.55,22680.0,22712.48,2717.86344,1604.02,1605.77,1591.0,1597.9,371.80366
2022-07-24 19:00:00,22712.48,22803.84,22663.44,22700.4,3236.08706,1597.9,1615.0,1594.0,1602.52,774.59818
2022-07-24 20:00:00,22699.12,22805.69,22670.21,22718.33,2719.01882,1602.52,1621.5,1598.8,1608.29,529.76587
2022-07-24 21:00:00,22718.33,22828.02,22671.41,22808.44,2965.26906,1608.29,1634.07,1607.78,1622.84,736.40445
2022-07-24 22:00:00,22806.47,23014.64,22555.27,22657.2,8908.24793,1622.84,1664.57,1595.0,1605.37,3282.39821
2022-07-24 23:00:00,22661.22,22759.56,22513.7,22579.68,6223.9039,1605.37,1615.72,1589.0,1597.91,1933.1766
2022-07-25 00:00:00,22577.13,22666.0,22264.79,22320.27,9392.302,1597.91,1609.2,1555.98,1558.76,2492.06141
2022-07-25 01:00:00,22322.47,22328.15,22117.48,22205.42,6701.76156,1558.76,1561.12,1535.09,1544.77,1576.24374
2022-07-25 02:00:00,22205.55,22211.42,21863.0,21953.27,9808.82887,1544.77,1544.77,1516.39,1519.96,2696.76041
2022-07-25 03:00:00,21951.46,21958.03,21753.57,21867.75,7216.14297,1519.96,1523.81,1499.96,1511.74,1530.04652
2022-07-25 04:00:00,21867.75,21912.2,21737.82,21894.8,6648.73436,1511.74,1524.25,1499.55,1522.6,1432.70724
2022-07-25 05:00:00,21892.53,21943.43,21808.01,21913.69,5519.21449,1522.6,1529.38,1515.14,1528.26,1270.32647
2022-07-25 06:00:00,21915.22,21948.0,21820.15,21910.67,5947.116,1528.26,1529.31,1515.07,1519.86,816.32371
2022-07-25 07:00:00,21910.67,22002.62,21880.4,21962.33,4473.72966,1519.86,1529.68,1515.0,1522.58,1020.76636
2022-07-25 08:00:00,21962.33,22107.63,21868.36,22049.0,6888.49911,1522.58,1542.5,1512.0,1536.25,1673.28605
2022-07-25 09:00:00,22050.75,22110.98,21983.44,21999.44,5478.93106,1536.25,1543.84,1532.13,1535.21,747.85302
2022-07-25 10:00:00,21999.44,22081.6,21960.72,22051.51,4694.4869,1535.21,1549.75,1532.25,1546.9,974.53606
2022-07-25 11:00:00,22051.51,22103.62,21913.46,21941.25,4986.26431,1546.9,1552.98,1535.35,1537.4,1138.75141
2022-07-25 12:00:00,21942.18,21994.23,21814.4,21976.18,5846.7767,1537.4,1538.52,1517.38,1535.73,1486.85328
2022-07-25 13:00:00,21973.74,22003.12,21767.3,21899.76,9910.66868,1535.73,1536.75,1507.0,1521.82,2136.96032
2022-07-25 14:00:00,21899.68,21932.95,21683.4,21886.42,9837.79511,1521.82,1527.05,1502.0,1524.24,1678.78613
2022-07-25 15:00:00,21885.75,21932.27,21748.05,21895.79,6563.86248,1524.24,1531.66,1511.52,1525.36,726.33884
2022-07-25 16:00:00,21893.94,21982.75,21837.77,21952.2,6109.28795,1525.36,1533.93,1514.57,1527.36,1326.93933
2022-07-25 17:00:00,21951.48,22021.47,21838.9,21863.12,4732.95441,1527.36,1534.76,1511.84,1513.77,785.05399
2022-07-25 18:00:00,21863.12,21942.62,21777.0,21824.28,4663.10645,1513.77,1523.45,1507.42,1510.5,761.86499
2022-07-25 19:00:00,21824.28,21905.56,21552.53,21890.17,11695.11869,1510.5,1512.21,1454.39,1494.81,4321.29358
2022-07-25 20:00:00,21892.66,22259.98,21886.27,22167.91,13609.9107,1494.81,1538.42,1492.26,1522.75,4548.33164
2022-07-25 21:00:00,22167.91,22188.44,21962.86,22025.2,4699.29664,1522.75,1526.06,1508.0,1514.1,912.65568
2022-07-25 22:00:00,22022.79,22028.14,21509.79,21658.38,13814.15326,1514.1,1514.67,1467.0,1479.65,2509.42324
2022-07-25 23:00:00,21661.66,21759.98,21250.0,21310.9,11105.82407,1479.65,1486.96,1435.25,1440.58,2831.69549
2022-07-26 00:00:00,21310.9,21347.82,20971.4,20996.9,16688.36372,1440.58,1449.18,1412.66,1415.32,3646.7739
2022-07-26 01:00:00,20994.94,21122.0,20970.05,21076.7,7641.95576,1415.32,1426.92,1412.77,1420.08,1290.03232
2022-07-26 02:00:00,21076.7,21126.73,21025.28,21071.81,4891.73237,1420.08,1425.8,1415.82,1419.8,699.00356
2022-07-26 03:00:00,21068.65,21234.56,20856.48,21141.53,11318.42022,1419.8,1437.86,1400.36,1432.81,1778.20985
2022-07-26 04:00:00,21141.53,21272.21,21097.87,21126.91,5964.94785,1432.81,1438.51,1424.75,1427.41,738.99046
2022-07-26 05:00:00,21128.52,21179.33,21062.96,21145.03,4781.80892,1427.41,1432.0,1420.56,1426.14,711.91612
2022-07-26 06:00:00,21146.64,21167.05,21063.24,21079.27,5543.32043,1426.14,1427.07,1413.7,1417.98,809.16402
2022-07-26 07:00:00,21076.98,21145.0,21017.21,21066.86,5707.27423,1417.98,1423.8,1405.91,1409.56,841.57298
2022-07-26 08:00:00,21066.86,21113.0,20986.35,21065.3,5846.82359,1409.56,1418.38,1403.83,1412.38,1116.03586
2022-07-26 09:00:00,21067.26,21161.37,21060.41,21120.36,4522.90944,1412.38,1424.22,1410.86,1419.84,591.71051
2022-07-26 10:00:00,21119.09,21151.58,21046.1,21075.84,4112.27871,1419.84,1422.53,1408.72,1410.44,529.84875
2022-07-26 11:00:00,21077.53,21155.15,20932.7,21090.22,5860.84055,1410.44,1415.64,1384.81,1406.02,1356.45938
2022-07-26 12:00:00,21090.22,21196.58,20963.88,21033.31,8880.55389,1406.02,1420.0,1381.97,1391.72,2167.22054
2022-07-26 13:00:00,21033.31,21053.98,20774.74,20947.22,11498.36053,1391.72,1393.4,1369.0,1389.13,2884.11104
2022-07-26 14:00:00,20947.22,21038.52,20833.17,20949.43,8470.46131,1389.13,1396.63,1376.0,1391.91,1371.73501
2022-07-26 15:00:00,20947.42,20964.92,20706.5,20746.81,9220.50366,1391.91,1393.61,1364.26,1368.52,1918.37935
2022-07-26 16:00:00,20746.81,20951.38,20734.79,20937.41,6801.87187,1368.52,1383.74,1366.86,1383.43,1591.21264
2022-07-26 17:00:00,20937.41,21083.49,20901.43,20919.36,8702.84286,1383.43,1395.82,1377.87,1378.46,1633.21437
2022-07-26 18:00:00,20919.36,20999.3,20817.0,20905.71,6161.44876,1378.46,1386.68,1366.25,1370.89,2613.43751
2022-07-26 19:00:00,20905.71,20944.36,20805.0,20915.57,6252.57802,1370.89,1375.4,1357.12,1366.6,2140.4353
2022-07-26 20:00:00,20911.55,20993.9,20809.53,20983.99,7878.06757,1366.6,1383.0,1356.67,1379.77,2699.34487
2022-07-26 21:00:00,20985.3,21119.99,20820.8,20942.82,6139.01901,1379.77,1403.54,1366.85,1380.13,1894.38013
2022-07-26 22:00:00,20942.82,21165.51,20919.46,21110.33,7317.78448,1380.13,1413.32,1377.74,1410.81,2116.55603
2022-07-26 23:00:00,21114.24,21300.0,21061.39,21254.67,7613.07551,1410.81,1454.26,1407.99,1448.61,3206.86938
2022-07-27 00:00:00,21254.67,21284.0,21133.42,21208.13,6184.78886,1448.61,1458.5,1436.67,1442.35,2439.92427
2022-07-27 01:00:00,21207.23,21235.21,21136.17,21157.37,5517.38198,1442.35,1446.99,1432.3,1433.19,1117.68087
2022-07-27 02:00:00,21157.37,21204.11,21091.08,21186.7,5372.29459,1433.19,1439.05,1426.78,1437.47,1279.72566
2022-07-27 03:00:00,21186.16,21201.4,21042.53,21076.86,4807.24293,1437.47,1438.5,1420.9,1424.71,1502.0226
2022-07-27 04:00:00,21076.86,21137.77,21059.0,21108.72,4014.82603,1424.71,1438.45,1422.77,1434.64,810.16916
2022-07-27 05:00:00,21108.72,21280.0,21094.13,21247.25,5553.57604,1434.64,1458.03,1434.0,1452.22,1300.2352
2022-07-27 06:00:00,21248.63,21267.95,21162.02,21256.38,5045.4683,1452.22,1457.12,1444.98,1454.85,1174.99395
2022-07-27 07:00:00,21256.38,21451.33,21240.0,21347.36,8228.86115,1454.85,1472.15,1454.03,1464.56,1869.93054
2022-07-27 08:00:00,21346.11,21439.29,21335.21,21355.33,5609.54225,1464.56,1474.8,1460.36,1460.4,1406.66046
2022-07-27 09:00:00,21354.45,21365.74,21250.54,21292.31,5356.73909,1460.4,1462.87,1455.58,1457.77,1002.77898
2022-07-27 10:00:00,21291.54,21336.2,21249.68,21287.5,4468.42009,1457.77,1466.74,1454.53,1456.91,1112.3869
2022-07-27 11:00:00,21287.5,21366.4,21129.65,21200.23,5673.38979,1456.91,1469.05,1447.35,1452.55,880.06549
2022-07-27 12:00:00,21200.6,21421.71,21157.07,21371.93,7708.49381,1452.55,1482.49,1445.43,1479.88,2388.49138
2022-07-27 13:00:00,21371.93,21484.28,21280.81,21463.9,8913.94641,1479.88,1497.0,1467.0,1490.93,2032.33502
2022-07-27 14:00:00,21463.9,21493.69,21392.49,21459.9,7572.41644,1490.93,1494.78,1482.56,1490.81,1317.34924
2022-07-27 15:00:00,21459.9,21547.53,21421.02,21530.86,7264.85048,1490.81,1495.02,1483.65,1489.57,1220.18601
2022-07-27 16:00:00,21530.86,21713.69,21461.58,21533.89,12132.17506,1489.57,1519.29,1478.09,1484.38,2445.28379
2022-07-27 17:00:00,21530.71,21740.0,21455.25,21620.55,10582.73766,1484.38,1508.96,1478.28,1500.89,2925.36182
2022-07-27 18:00:00,21618.72,22700.0,21617.24,22554.45,36035.16959,1500.89,1592.72,1500.36,1580.49,8352.41925
2022-07-27 19:00:00,22554.45,23112.63,22554.45,22773.62,23590.65654,1580.49,1613.04,1579.58,1587.9,4498.66364
2022-07-27 20:00:00,22773.62,22913.83,22667.36,22776.58,9393.14547,1587.9,1614.79,1585.68,1600.9,2634.45596
2022-07-27 21:00:00,22776.58,22792.14,22576.0,22677.84,4814.8353,1600.9,1621.25,1594.0,1607.18,1288.11866
2022-07-27 22:00:00,22675.53,22960.0,22647.72,22873.39,10530.14452,1607.18,1636.09,1607.18,1626.28,3284.99713
2022-07-27 23:00:00,22875.97,22997.17,22805.58,22952.45,6600.09558,1626.28,1644.53,1622.77,1636.11,1826.08478
2022-07-28 00:00:00,22954.31,23062.9,22751.95,22785.32,8680.36864,1636.11,1638.92,1611.85,1616.35,2084.51484
2022-07-28 01:00:00,22785.34,22801.81,22717.27,22775.69,4752.47938,1616.35,1616.97,1605.33,1615.51,996.82223
2022-07-28 02:00:00,22775.69,23460.58,22701.44,23282.54,13907.93643,1615.51,1677.44,1609.46,1658.99,2769.18322
2022-07-28 03:00:00,23282.54,23322.49,23096.88,23133.45,7936.60924,1658.99,1664.4,1645.28,1649.42,1521.17011
2022-07-28 04:00:00,23133.45,23196.09,23056.99,23066.63,5726.45987,1649.42,1652.99,1632.31,1632.53,1083.04516
2022-07-28 05:00:00,23067.86,23257.11,23032.0,23242.79,6100.0422,1632.53,1653.63,1627.5,1650.55,1597.01973
2022-07-28 06:00:00,23242.79,23273.81,23047.79,23124.86,6007.96594,1650.55,1654.3,1634.54,1644.02,949.46251
2022-07-28 07:00:00,23122.37,23125.77,22887.0,22925.1,7445.48706,1644.02,1644.02,1613.83,1618.78,1345.07031
2022-07-28 08:00:00,22925.1,23028.68,22871.06,22965.67,5635.01293,1618.78,1628.43,1614.62,1624.9,1221.73327
2022-07-28 09:00:00,22963.68,23008.58,22816.26,22978.45,6648.09149,1624.9,1630.14,1600.0,1619.3,1579.97295
2022-07-28 10:00:00,22978.45,23100.0,22911.0,22979.17,5715.11657,1619.3,1634.7,1616.97,1620.81,1455.19961
2022-07-28 11:00:00,22981.61,23138.28,22956.32,23114.52,6942.50912,1620.81,1643.83,1619.36,1641.41,1628.30491
2022-07-28 12:00:00,23116.19,23200.0,22582.13,23034.04,18926.69019,1641.41,1650.0,1595.4,1634.68,4007.87732
2022-07-28 13:00:00,23034.04,23268.29,22766.08,22852.26,17953.04799,1634.68,1666.16,1612.63,1620.85,3342.98947
2022-07-28 14:00:00,22854.38,23140.18,22736.79,23130.78,13265.73961,1620.85,1652.72,1612.5,1651.9,2161.84354
2022-07-28 15:00:00,23130.78,23992.0,23109.59,23745.57,23857.12331,1651.9,1754.91,1645.45,1727.51,5667.26992
2022-07-28 16:00:00,23747.85,23944.84,23662.52,23764.13,13529.34211,1727.51,1743.27,1716.25,1721.67,2647.73185
2022-07-28 17:00:00,23762.71,24106.96,23747.55,23999.83,13261.0261,1721.67,1750.04,1721.4,1748.52,1830.73663
2022-07-28 18:00:00,23999.83,24007.49,23711.73,23800.53,9939.40194,1748.52,1750.11,1711.96,1721.8,1903.12288
2022-07-28 19:00:00,23801.67,23894.28,23675.34,23794.26,7727.54518,1721.8,1731.24,1717.5,1725.54,1503.16918
